codigo_municipio_ibge,municipio,idhm
3550506,SÃO PEDRO DO TURVO,0.703
3550605,SÃO ROQUE,0.768
3550704,SÃO SEBASTIÃO,0.772
3550803,SÃO SEBASTIÃO DA GRAMA,0.701
3550902,SÃO SIMÃO,0.766
3551009,SÃO VICENTE,0.768
3551108,SARAPUÍ,0.707
3551207,SARUTAIÁ,0.688
3551306,SEBASTIANÓPOLIS DO SUL,0.773
3551405,SERRA AZUL,0.686
3551504,SERRANA,0.729
3551603,SERRA NEGRA,0.767
3551702,SERTÃOZINHO,0.761
3551801,SETE BARRAS,0.673
3551900,SEVERÍNIA,0.715
3552007,SILVEIRAS,0.678
3552106,SOCORRO,0.729
3552205,SOROCABA,0.798
3552304,SUD MENNUCCI,0.747
3552403,SUMARÉ,0.762
3552502,SUZANO,0.765
3552551,SUZANÁPOLIS,0.699
3552601,TABAPUÃ,0.735
3552700,TABATINGA,0.704
3552809,TABOÃO DA SERRA,0.769
3552908,TACIBA,0.723
3553005,TAGUAÍ,0.709
3553104,TAIAÇU,0.71
3553203,TAIÚVA,0.76
3553302,TAMBAÚ,0.731
3553401,TANABI,0.748
3553500,TAPIRAÍ,0.681
3553609,TAPIRATIBA,0.751
3553658,TAQUARAL,0.759
3553708,TAQUARITINGA,0.748
3553807,TAQUARITUBA,0.701
3553856,TAQUARIVAÍ,0.679
3553906,TARABAI,0.726
3553955,TARUMÃ,0.753
3554003,TATUÍ,0.752
3554102,TAUBATÉ,0.8
3554201,TEJUPÁ,0.668
3554300,TEODORO SAMPAIO,0.741
3554409,TERRA ROXA,0.749
3554508,TIETÊ,0.778
3554607,TIMBURI,0.71
3554656,TORRE DE PEDRA,0.714
3554706,TORRINHA,0.744
3554755,TRABIJU,0.722
3554805,TREMEMBÉ,0.785
3554904,TRÊS FRONTEIRAS,0.753
3554953,TUIUTI,0.728
3555000,TUPÃ,0.771
3555109,TUPI PAULISTA,0.769
3555208,TURIÚBA,0.751
3555307,TURMALINA,0.736
3555356,UBARANA,0.7
3555406,UBATUBA,0.751
3555505,UBIRAJARA,0.727
3555604,UCHOA,0.721
3555703,UNIÃO PAULISTA,0.749
3555802,URÂNIA,0.746
3555901,URU,0.712
3556008,URUPÊS,0.745
3556107,VALENTIM GENTIL,0.735
3556206,VALINHOS,0.819
3556305,VALPARAÍSO,0.725
3556354,VARGEM,0.699
3556404,VARGEM GRANDE DO SUL,0.737
3556453,VARGEM GRANDE PAULISTA,0.77
3556503,VÁRZEA PAULISTA,0.759
3556602,VERA CRUZ,0.754
3556701,VINHEDO,0.817
3556800,VIRADOURO,0.739
3556909,VISTA ALEGRE DO ALTO,0.744
3556958,VITÓRIA BRASIL,0.725
3557006,VOTORANTIM,0.767
3557105,VOTUPORANGA,0.79
3557154,ZACARIAS,0.729
3557204,CHAVANTES,0.729
3557303,ESTIVA GERBI,0.74
4100103,ABATIÁ,0.687
4100202,ADRIANÓPOLIS,0.667
4100301,AGUDOS DO SUL,0.66
4100400,ALMIRANTE TAMANDARÉ,0.699
4100459,ALTAMIRA DO PARANÁ,0.667
4100509,ALTÔNIA,0.721
4100608,ALTO PARANÁ,0.696
4100707,ALTO PIQUIRI,0.676
4100806,ALVORADA DO SUL,0.708
4100905,AMAPORÃ,0.669
4101002,AMPÉRE,0.709
4101051,ANAHY,0.695
4101101,ANDIRÁ,0.725
4101150,ÂNGULO,0.721
4101200,ANTONINA,0.687
4101309,ANTÔNIO OLINTO,0.656
4101408,APUCARANA,0.748
4101507,ARAPONGAS,0.748
4101606,ARAPOTI,0.723
4101655,ARAPUÃ,0.676
4101705,ARARUNA,0.704
4101804,ARAUCÁRIA,0.74
4101853,ARIRANHA DO IVAÍ,0.67
4101903,ASSAÍ,0.728
4102000,ASSIS CHATEAUBRIAND,0.729
4102109,ASTORGA,0.747
4102208,ATALAIA,0.736
4102307,BALSA NOVA,0.696
4102406,BANDEIRANTES,0.727
4102505,BARBOSA FERRAZ,0.696
4102604,BARRACÃO,0.706
4102703,BARRA DO JACARÉ,0.744
4102752,BELA VISTA DA CAROBA,0.681
4102802,BELA VISTA DO PARAÍSO,0.716
4102901,BITURUNA,0.667
4103008,BOA ESPERANÇA,0.72
4103024,BOA ESPERANÇA DO IGUAÇU,0.7
4103040,BOA VENTURA DE SÃO ROQUE,0.655
4103057,BOA VISTA DA APARECIDA,0.67
4103107,BOCAIÚVA DO SUL,0.64
4103156,BOM JESUS DO SUL,0.697
4103206,BOM SUCESSO,0.686
4103222,BOM SUCESSO DO SUL,0.742
4103305,BORRAZÓPOLIS,0.717
4103354,BRAGANEY,0.701
4103370,BRASILÂNDIA DO SUL,0.681
4103404,CAFEARA,0.693
4103453,CAFELÂNDIA,0.748
4103479,CAFEZAL DO SUL,0.692
4103503,CALIFÓRNIA,0.722
4103602,CAMBARÁ,0.721
4103701,CAMBÉ,0.734
4103800,CAMBIRA,0.725
4103909,CAMPINA DA LAGOA,0.704
4103958,CAMPINA DO SIMÃO,0.63
4104006,CAMPINA GRANDE DO SUL,0.718
4104055,CAMPO BONITO,0.681
4104105,CAMPO DO TENENTE,0.686
4104204,CAMPO LARGO,0.745
4104253,CAMPO MAGRO,0.701
4104303,CAMPO MOURÃO,0.757
4104402,CÂNDIDO DE ABREU,0.629
4104428,CANDÓI,0.635
4104451,CANTAGALO,0.635
4104501,CAPANEMA,0.706
4104600,CAPITÃO LEÔNIDAS MARQUES,0.716
4104659,CARAMBEÍ,0.728
4104709,CARLÓPOLIS,0.713
4104808,CASCAVEL,0.782
4104907,CASTRO,0.703
4105003,CATANDUVAS,0.678
4105102,CENTENÁRIO DO SUL,0.668
4105201,CERRO AZUL,0.573
4105300,CÉU AZUL,0.732
4105409,CHOPINZINHO,0.74
4105508,CIANORTE,0.755
4105607,CIDADE GAÚCHA,0.718
4105706,CLEVELÂNDIA,0.694
4105805,COLOMBO,0.733
4105904,COLORADO,0.73
4106001,CONGONHINHAS,0.668
4106100,CONSELHEIRO MAIRINCK,0.707
4106209,CONTENDA,0.681
4106308,CORBÉLIA,0.738
4106407,CORNÉLIO PROCÓPIO,0.759
4106456,CORONEL DOMINGOS SOARES,0.6
4106506,CORONEL VIVIDA,0.723
4106555,CORUMBATAÍ DO SUL,0.638
4106571,CRUZEIRO DO IGUAÇU,0.709
4106605,CRUZEIRO DO OESTE,0.717
4106704,CRUZEIRO DO SUL,0.713
4106803,CRUZ MACHADO,0.664
4106852,CRUZMALTINA,0.666
4106902,CURITIBA,0.823
4107009,CURIÚVA,0.656
4107108,DIAMANTE DO NORTE,0.723
4107124,DIAMANTE DO SUL,0.608
4107157,DIAMANTE D'OESTE,0.644
4107207,DOIS VIZINHOS,0.767
4107256,DOURADINA,0.724
4107306,DOUTOR CAMARGO,0.746
4107405,ENÉAS MARQUES,0.752
4107504,ENGENHEIRO BELTRÃO,0.73
4107520,ESPERANÇA NOVA,0.689
4107538,ENTRE RIOS DO OESTE,0.761
4107546,ESPIGÃO ALTO DO IGUAÇU,0.636
4107553,FAROL,0.715
4107603,FAXINAL,0.687
4107652,FAZENDA RIO GRANDE,0.72
4107702,FÊNIX,0.716
4107736,FERNANDES PINHEIRO,0.645
4107751,FIGUEIRA,0.677
4107801,FLORAÍ,0.745
4107850,FLOR DA SERRA DO SUL,0.682
4107900,FLORESTA,0.736
4108007,FLORESTÓPOLIS,0.701
4108106,FLÓRIDA,0.732
4108205,FORMOSA DO OESTE,0.723
4108304,FOZ DO IGUAÇU,0.751
4108320,FRANCISCO ALVES,0.669
4108403,FRANCISCO BELTRÃO,0.774
4108452,FOZ DO JORDÃO,0.645
4108502,GENERAL CARNEIRO,0.652
4108551,GODOY MOREIRA,0.675
4108601,GOIOERÊ,0.731
4108650,GOIOXIM,0.641
4108700,GRANDES RIOS,0.658
4108809,GUAÍRA,0.724
4108908,GUAIRAÇÁ,0.693
4108957,GUAMIRANGA,0.669
4109005,GUAPIRAMA,0.702
4109104,GUAPOREMA,0.719
4109203,GUARACI,0.698
4109302,GUARANIAÇU,0.677
4109401,GUARAPUAVA,0.731
4109500,GUARAQUEÇABA,0.587
4109609,GUARATUBA,0.717
4109658,HONÓRIO SERPA,0.683
4109708,IBAITI,0.71
4109757,IBEMA,0.685
4109807,IBIPORÃ,0.726
4109906,ICARAÍMA,0.666
4110003,IGUARAÇU,0.758
4110052,IGUATU,0.703
4110078,IMBAÚ,0.622
4110102,IMBITUVA,0.66
4110201,INÁCIO MARTINS,0.6
4110300,INAJÁ,0.705
4110409,INDIANÓPOLIS,0.724
4110508,IPIRANGA,0.652
4110607,IPORÃ,0.706
4110656,IRACEMA DO OESTE,0.707
4110706,IRATI,0.726
4110805,IRETAMA,0.665
4110904,ITAGUAJÉ,0.707
4110953,ITAIPULÂNDIA,0.738
4111001,ITAMBARACÁ,0.694
4111100,ITAMBÉ,0.746
4111209,ITAPEJARA D'OESTE,0.731
4111258,ITAPERUÇU,0.637
4111308,ITAÚNA DO SUL,0.656
4111407,IVAÍ,0.651
4111506,IVAIPORÃ,0.73
4111555,IVATÉ,0.706
4111605,IVATUBA,0.766
4111704,JABOTI,0.718
4111803,JACAREZINHO,0.743
4111902,JAGUAPITÃ,0.715
4112009,JAGUARIAÍVA,0.743
4112108,JANDAIA DO SUL,0.747
4112207,JANIÓPOLIS,0.696
4112306,JAPIRA,0.696
4112405,JAPURÁ,0.712
4112504,JARDIM ALEGRE,0.689
4112603,JARDIM OLINDA,0.682
4112702,JATAIZINHO,0.687
4112751,JESUÍTAS,0.705
4112801,JOAQUIM TÁVORA,0.7
4112900,JUNDIAÍ DO SUL,0.688
4112959,JURANDA,0.708
4113007,JUSSARA,0.718
4113106,KALORÉ,0.721
4113205,LAPA,0.706
4113254,LARANJAL,0.585
4113304,LARANJEIRAS DO SUL,0.706
4113403,LEÓPOLIS,0.707
4113429,LIDIANÓPOLIS,0.68
4113452,LINDOESTE,0.666
4113502,LOANDA,0.725
4113601,LOBATO,0.744
4113700,LONDRINA,0.778
4113734,LUIZIANA,0.668
4113759,LUNARDELLI,0.69
4113809,LUPIONÓPOLIS,0.71
4113908,MALLET,0.708
4114005,MAMBORÊ,0.719
4114104,MANDAGUAÇU,0.718
4114203,MANDAGUARI,0.751
4114302,MANDIRITUBA,0.655
4114351,MANFRINÓPOLIS,0.645
4114401,MANGUEIRINHA,0.688
4114500,MANOEL RIBAS,0.716
4114609,MARECHAL CÂNDIDO RONDON,0.774
4114708,MARIA HELENA,0.703
4114807,MARIALVA,0.735
4114906,MARILÂNDIA DO SUL,0.691
4115002,MARILENA,0.681
4115101,MARILUZ,0.639
4115200,MARINGÁ,0.808
4115309,MARIÓPOLIS,0.698
4115358,MARIPÁ,0.758
4115408,MARMELEIRO,0.722
4115457,MARQUINHO,0.614
4115507,MARUMBI,0.721
4115606,MATELÂNDIA,0.725
4115705,MATINHOS,0.743
4115739,MATO RICO,0.632
4115754,MAUÁ DA SERRA,0.652
4115804,MEDIANEIRA,0.763
4115853,MERCEDES,0.74
4115903,MIRADOR,0.68
4116000,MIRASELVA,0.748
4116059,MISSAL,0.711
4116109,MOREIRA SALES,0.675
4116208,MORRETES,0.686
4116307,MUNHOZ DE MELO,0.726
4116406,NOSSA SENHORA DAS GRAÇAS,0.709
4116505,NOVA ALIANÇA DO IVAÍ,0.717
4116604,NOVA AMÉRICA DA COLINA,0.698
4116703,NOVA AURORA,0.733
4116802,NOVA CANTU,0.658
4116901,NOVA ESPERANÇA,0.722
4116950,NOVA ESPERANÇA DO SUDOESTE,0.714
4117008,NOVA FÁTIMA,0.688
4117057,NOVA LARANJEIRAS,0.642
4117107,NOVA LONDRINA,0.758
4117206,NOVA OLÍMPIA,0.71
4117214,NOVA SANTA BÁRBARA,0.68
4117222,NOVA SANTA ROSA,0.731
4117255,NOVA PRATA DO IGUAÇU,0.716
4117271,NOVA TEBAS,0.651
4117297,NOVO ITACOLOMI,0.71
4117305,ORTIGUEIRA,0.609
4117404,OURIZONA,0.72
4117453,OURO VERDE DO OESTE,0.709
4117503,PAIÇANDU,0.716
4117602,PALMAS,0.66
4117701,PALMEIRA,0.718
4117800,PALMITAL,0.639
4117909,PALOTINA,0.768
4118006,PARAÍSO DO NORTE,0.746
4118105,PARANACITY,0.717
4118204,PARANAGUÁ,0.75
4118303,PARANAPOEMA,0.709
4118402,PARANAVAÍ,0.763
4118451,PATO BRAGADO,0.747
4118501,PATO BRANCO,0.782
4118600,PAULA FREITAS,0.717
4118709,PAULO FRONTIN,0.708
4118808,PEABIRU,0.723
4118857,PEROBAL,0.713
4118907,PÉROLA,0.7
4119004,PÉROLA D'OESTE,0.726
4119103,PIÊN,0.694
4119152,PINHAIS,0.751
4119202,PINHALÃO,0.697
4119251,PINHAL DE SÃO BENTO,0.695
4119301,PINHÃO,0.654
4119400,PIRAÍ DO SUL,0.708
4119509,PIRAQUARA,0.7
4119608,PITANGA,0.702
4119657,PITANGUEIRAS,0.71
4119707,PLANALTINA DO PARANÁ,0.705
4119806,PLANALTO,0.706
4119905,PONTA GROSSA,0.763
4119954,PONTAL DO PARANÁ,0.738
4120002,PORECATU,0.738
4120101,PORTO AMAZONAS,0.7
4120150,PORTO BARREIRO,0.688
4120200,PORTO RICO,0.735
4120309,PORTO VITÓRIA,0.685
4120333,PRADO FERREIRA,0.71
4120358,PRANCHITA,0.752
4120408,PRESIDENTE CASTELO BRANCO,0.713
4120507,PRIMEIRO DE MAIO,0.701
4120606,PRUDENTÓPOLIS,0.676
4120655,QUARTO CENTENÁRIO,0.71
4120705,QUATIGUÁ,0.714
4120804,QUATRO BARRAS,0.742
4120853,QUATRO PONTES,0.791
4120903,QUEDAS DO IGUAÇU,0.681
4121000,QUERÊNCIA DO NORTE,0.688
4121109,QUINTA DO SOL,0.715
4121208,QUITANDINHA,0.68
4121257,RAMILÂNDIA,0.63
4121307,RANCHO ALEGRE,0.707
4121356,RANCHO ALEGRE D'OESTE,0.704
4121406,REALEZA,0.722
4121505,REBOUÇAS,0.672
4121604,RENASCENÇA,0.733
4121703,RESERVA,0.618
4121752,RESERVA DO IGUAÇU,0.648
4121802,RIBEIRÃO CLARO,0.716
4121901,RIBEIRÃO DO PINHAL,0.701
4122008,RIO AZUL,0.687
4122107,RIO BOM,0.729
4122156,RIO BONITO DO IGUAÇU,0.629
4122172,RIO BRANCO DO IVAÍ,0.64
4122206,RIO BRANCO DO SUL,0.679
4122305,RIO NEGRO,0.76
4122404,ROLÂNDIA,0.739
4122503,RONCADOR,0.681
4122602,RONDON,0.713
4122651,ROSÁRIO DO IVAÍ,0.662
4122701,SABÁUDIA,0.74
4122800,SALGADO FILHO,0.7
4122909,SALTO DO ITARARÉ,0.704
4123006,SALTO DO LONTRA,0.718
4123105,SANTA AMÉLIA,0.653
4123204,SANTA CECÍLIA DO PAVÃO,0.723
4123303,SANTA CRUZ DE MONTE CASTELO,0.71
4123402,SANTA FÉ,0.705
4123501,SANTA HELENA,0.744
4123600,SANTA INÊS,0.717
4123709,SANTA ISABEL DO IVAÍ,0.72
4123808,SANTA IZABEL DO OESTE,0.696
4123824,SANTA LÚCIA,0.687
4123857,SANTA MARIA DO OESTE,0.609
4123907,SANTA MARIANA,0.7
4123956,SANTA MÔNICA,0.704
4124004,SANTANA DO ITARARÉ,0.687
4124020,SANTA TEREZA DO OESTE,0.705
4124053,SANTA TEREZINHA DE ITAIPU,0.738
4124103,SANTO ANTÔNIO DA PLATINA,0.718
4124202,SANTO ANTÔNIO DO CAIUÁ,0.696
4124301,SANTO ANTÔNIO DO PARAÍSO,0.716
4124400,SANTO ANTÔNIO DO SUDOESTE,0.671
4124509,SANTO INÁCIO,0.739
4124608,SÃO CARLOS DO IVAÍ,0.682
4124707,SÃO JERÔNIMO DA SERRA,0.637
4124806,SÃO JOÃO,0.727
4124905,SÃO JOÃO DO CAIUÁ,0.664
4125001,SÃO JOÃO DO IVAÍ,0.693
4125100,SÃO JOÃO DO TRIUNFO,0.629
4125209,SÃO JORGE D'OESTE,0.722
4125308,SÃO JORGE DO IVAÍ,0.743
4125357,SÃO JORGE DO PATROCÍNIO,0.676
4125407,SÃO JOSÉ DA BOA VISTA,0.671
4125456,SÃO JOSÉ DAS PALMEIRAS,0.713
4125506,SÃO JOSÉ DOS PINHAIS,0.758
4125555,SÃO MANOEL DO PARANÁ,0.725
4125605,SÃO MATEUS DO SUL,0.719
4125704,SÃO MIGUEL DO IGUAÇU,0.704
4125753,SÃO PEDRO DO IGUAÇU,0.683
4125803,SÃO PEDRO DO IVAÍ,0.717
4125902,SÃO PEDRO DO PARANÁ,0.704
4126009,SÃO SEBASTIÃO DA AMOREIRA,0.715
4126108,SÃO TOMÉ,0.725
4126207,SAPOPEMA,0.655
4126256,SARANDI,0.695
4126272,SAUDADE DO IGUAÇU,0.699
4126306,SENGÉS,0.663
4126355,SERRANÓPOLIS DO IGUAÇU,0.762
4126405,SERTANEJA,0.725
4126504,SERTANÓPOLIS,0.723
4126603,SIQUEIRA CAMPOS,0.704
4126652,SULINA,0.693
4126678,TAMARANA,0.621
4126702,TAMBOARA,0.731
4126801,TAPEJARA,0.703
4126900,TAPIRA,0.697
4127007,TEIXEIRA SOARES,0.671
4127106,TELÊMACO BORBA,0.734
4127205,TERRA BOA,0.728
4127304,TERRA RICA,0.71
4127403,TERRA ROXA,0.714
4127502,TIBAGI,0.664
4127601,TIJUCAS DO SUL,0.636
4127700,TOLEDO,0.768
4127809,TOMAZINA,0.699
4127858,TRÊS BARRAS DO PARANÁ,0.681
4127882,TUNAS DO PARANÁ,0.611
4127908,TUNEIRAS DO OESTE,0.695
4127957,TUPÃSSI,0.73
4127965,TURVO,0.672
4128005,UBIRATÃ,0.739
4128104,UMUARAMA,0.761
4128203,UNIÃO DA VITÓRIA,0.74
4128302,UNIFLOR,0.72
4128401,URAÍ,0.721
4128500,WENCESLAU BRAZ,0.687
4128534,VENTANIA,0.65
4128559,VERA CRUZ DO OESTE,0.699
4128609,VERÊ,0.72
4128625,ALTO PARAÍSO,0.678
4128633,DOUTOR ULYSSES,0.546
4128658,VIRMOND,0.722
4128708,VITORINO,0.702
4128807,XAMBRÊ,0.706
4200051,ABDON BATISTA,0.694
4200101,ABELARDO LUZ,0.696
4200200,AGROLÂNDIA,0.725
4200309,AGRONÔMICA,0.741
4200408,ÁGUA DOCE,0.698
4200507,ÁGUAS DE CHAPECÓ,0.713
4200556,ÁGUAS FRIAS,0.745
4200606,ÁGUAS MORNAS,0.723
4200705,ALFREDO WAGNER,0.668
4200754,ALTO BELA VISTA,0.755
4200804,ANCHIETA,0.699
4200903,ANGELINA,0.687
4201000,ANITA GARIBALDI,0.688
4201109,ANITÁPOLIS,0.674
4201208,ANTÔNIO CARLOS,0.749
4201257,APIÚNA,0.708
4201273,ARABUTÃ,0.733
4201307,ARAQUARI,0.703
4201406,ARARANGUÁ,0.76
4201505,ARMAZÉM,0.77
4201604,ARROIO TRINTA,0.764
4201653,ARVOREDO,0.715
4201703,ASCURRA,0.742
4201802,ATALANTA,0.733
4201901,AURORA,0.733
4201950,BALNEÁRIO ARROIO DO SILVA,0.746
4202008,BALNEÁRIO CAMBORIÚ,0.845
4202057,BALNEÁRIO BARRA DO SUL,0.716
4202073,BALNEÁRIO GAIVOTA,0.728
4202081,BANDEIRANTE,0.672
4202099,BARRA BONITA,0.701
4202107,BARRA VELHA,0.738
4202131,BELA VISTA DO TOLDO,0.675
4202156,BELMONTE,0.705
4202206,BENEDITO NOVO,0.74
4202305,BIGUAÇU,0.739
4202404,BLUMENAU,0.806
4202438,BOCAINA DO SUL,0.647
4202453,BOMBINHAS,0.781
4202503,BOM JARDIM DA SERRA,0.696
4202537,BOM JESUS,0.718
4202578,BOM JESUS DO OESTE,0.712
4202602,BOM RETIRO,0.699
4202701,BOTUVERÁ,0.724
4202800,BRAÇO DO NORTE,0.778
4202859,BRAÇO DO TROMBUDO,0.78
4202875,BRUNÓPOLIS,0.661
4202909,BRUSQUE,0.795
4203006,CAÇADOR,0.735
4203105,CAIBI,0.728
4203154,CALMON,0.622
4203204,CAMBORIÚ,0.726
4203253,CAPÃO ALTO,0.654
4203303,CAMPO ALEGRE,0.714
4203402,CAMPO BELO DO SUL,0.641
4203501,CAMPO ERÊ,0.69
4203600,CAMPOS NOVOS,0.742
4203709,CANELINHA,0.697
4203808,CANOINHAS,0.757
4203907,CAPINZAL,0.752
4203956,CAPIVARI DE BAIXO,0.767
4204004,CATANDUVAS,0.714
4204103,CAXAMBU DO SUL,0.691
4204152,CELSO RAMOS,0.719
4204178,CERRO NEGRO,0.621
4204194,CHAPADÃO DO LAGEADO,0.704
4204202,CHAPECÓ,0.79
4204251,COCAL DO SUL,0.78
4204301,CONCÓRDIA,0.8
4204350,CORDILHEIRA ALTA,0.747
4204400,CORONEL FREITAS,0.744
4204459,CORONEL MARTINS,0.696
4204509,CORUPÁ,0.78
4204558,CORREIA PINTO,0.702
4204608,CRICIÚMA,0.788
4204707,CUNHA PORÃ,0.742
4204756,CUNHATAÍ,0.754
4204806,CURITIBANOS,0.721
4204905,DESCANSO,0.743
4205001,DIONÍSIO CERQUEIRA,0.706
4205100,DONA EMMA,0.742
4205159,DOUTOR PEDRINHO,0.716
4205175,ENTRE RIOS,0.657
4205191,ERMO,0.726
4205209,ERVAL VELHO,0.723
4205308,FAXINAL DOS GUEDES,0.758
4205357,FLOR DO SERTÃO,0.708
4205407,FLORIANÓPOLIS,0.847
4205431,FORMOSA DO SUL,0.715
4205456,FORQUILHINHA,0.753
4205506,FRAIBURGO,0.731
4205555,FREI ROGÉRIO,0.682
4205605,GALVÃO,0.708
4205704,GAROPABA,0.753
4205803,GARUVA,0.725
4205902,GASPAR,0.765
4206009,GOVERNADOR CELSO RAMOS,0.747
4206108,GRÃO PARÁ,0.736
4206207,GRAVATAL,0.757
4206306,GUABIRUBA,0.754
4206405,GUARACIABA,0.751
4206504,GUARAMIRIM,0.751
4206603,GUARUJÁ DO SUL,0.73
4206652,GUATAMBÚ,0.717
4206702,HERVAL D'OESTE,0.758
4206751,IBIAM,0.725
4206801,IBICARÉ,0.708
4206900,IBIRAMA,0.737
4207007,IÇARA,0.741
4207106,ILHOTA,0.738
4207205,IMARUÍ,0.667
4207304,IMBITUBA,0.765
4207403,IMBUIA,0.713
4207502,INDAIAL,0.777
4207577,IOMERÊ,0.795
4207601,IPIRA,0.736
4207650,IPORÃ DO OESTE,0.759
4207684,IPUAÇU,0.66
4207700,IPUMIRIM,0.738
4207759,IRACEMINHA,0.722
4207809,IRANI,0.742
4207858,IRATI,0.707
4207908,IRINEÓPOLIS,0.699
4208005,ITÁ,0.771
4208104,ITAIÓPOLIS,0.708
4208203,ITAJAÍ,0.795
4208302,ITAPEMA,0.796
4208401,ITAPIRANGA,0.775
4208450,ITAPOÁ,0.761
4208500,ITUPORANGA,0.748
4208609,JABORÁ,0.732
4208708,JACINTO MACHADO,0.716
4208807,JAGUARUNA,0.721
4208906,JARAGUÁ DO SUL,0.803
4208955,JARDINÓPOLIS,0.709
4209003,JOAÇABA,0.827
4209102,JOINVILLE,0.809
4209151,JOSÉ BOITEUX,0.694
4209177,JUPIÁ,0.719
4209201,LACERDÓPOLIS,0.781
4209300,LAGES,0.77
4209409,LAGUNA,0.752
4209458,LAJEADO GRANDE,0.771
4209508,LAURENTINO,0.749
4209607,LAURO MULLER,0.735
4209706,LEBON RÉGIS,0.649
4209805,LEOBERTO LEAL,0.686
4209854,LINDÓIA DO SUL,0.743
4209904,LONTRAS,0.704
4210001,LUIZ ALVES,0.737
4210035,LUZERNA,0.789
4210050,MACIEIRA,0.662
4210100,MAFRA,0.777
4210209,MAJOR GERCINO,0.698
4210308,MAJOR VIEIRA,0.69
4210407,MARACAJÁ,0.768
4210506,MARAVILHA,0.781
4210555,MAREMA,0.743
4210605,MASSARANDUBA,0.774
4210704,MATOS COSTA,0.657
4210803,MELEIRO,0.738
4210852,MIRIM DOCE,0.708
4210902,MODELO,0.76
4211009,MONDAÍ,0.748
4211058,MONTE CARLO,0.643
4211108,MONTE CASTELO,0.675
4211207,MORRO DA FUMAÇA,0.738
4211256,MORRO GRANDE,0.701
4211306,NAVEGANTES,0.736
4211405,NOVA ERECHIM,0.765
4211454,NOVA ITABERABA,0.736
4211504,NOVA TRENTO,0.748
4211603,NOVA VENEZA,0.768
4211652,NOVO HORIZONTE,0.706
4211702,ORLEANS,0.755
4211751,OTACÍLIO COSTA,0.74
4211801,OURO,0.774
4211850,OURO VERDE,0.695
4211876,PAIAL,0.718
4211892,PAINEL,0.664
4211900,PALHOÇA,0.757
4212007,PALMA SOLA,0.704
4212056,PALMEIRA,0.671
4212106,PALMITOS,0.737
4212205,PAPANDUVA,0.704
4212239,PARAÍSO,0.7
4212254,PASSO DE TORRES,0.72
4212270,PASSOS MAIA,0.659
4212304,PAULO LOPES,0.716
4212403,PEDRAS GRANDES,0.728
4212502,PENHA,0.743
4212601,PERITIBA,0.766
4212700,PETROLÂNDIA,0.716
4212809,BALNEÁRIO PIÇARRAS,0.756
4212908,PINHALZINHO,0.783
4213005,PINHEIRO PRETO,0.777
4213104,PIRATUBA,0.758
4213153,PLANALTO ALEGRE,0.751
4213203,POMERODE,0.78
4213302,PONTE ALTA,0.673
4213351,PONTE ALTA DO NORTE,0.689
4213401,PONTE SERRADA,0.693
4213500,PORTO BELO,0.76
4213609,PORTO UNIÃO,0.786
4213708,POUSO REDONDO,0.72
4213807,PRAIA GRANDE,0.718
4213906,PRESIDENTE CASTELLO BRANCO,0.77
4214003,PRESIDENTE GETÚLIO,0.759
4214102,PRESIDENTE NEREU,0.737
4214151,PRINCESA,0.706
4214201,QUILOMBO,0.73
4214300,RANCHO QUEIMADO,0.753
4214409,RIO DAS ANTAS,0.697
4214508,RIO DO CAMPO,0.729
4214607,RIO DO OESTE,0.754
4214706,RIO DOS CEDROS,0.729
4214805,RIO DO SUL,0.802
4214904,RIO FORTUNA,0.806
4215000,RIO NEGRINHO,0.738
4215059,RIO RUFINO,0.653
4215075,RIQUEZA,0.714
4215109,RODEIO,0.754
4215208,ROMELÂNDIA,0.692
4215307,SALETE,0.744
4215356,SALTINHO,0.654
4215406,SALTO VELOSO,0.784
4215455,SANGÃO,0.7
4215505,SANTA CECÍLIA,0.698
4215554,SANTA HELENA,0.727
4215604,SANTA ROSA DE LIMA,0.757
4215653,SANTA ROSA DO SUL,0.705
4215679,SANTA TEREZINHA,0.669
4215687,SANTA TEREZINHA DO PROGRESSO,0.682
4215695,SANTIAGO DO SUL,0.728
4215703,SANTO AMARO DA IMPERATRIZ,0.781
4215752,SÃO BERNARDINO,0.677
4215802,SÃO BENTO DO SUL,0.782
4215901,SÃO BONIFÁCIO,0.731
4216008,SÃO CARLOS,0.769
4216057,SÃO CRISTOVÃO DO SUL,0.665
4216107,SÃO DOMINGOS,0.765
4216206,SÃO FRANCISCO DO SUL,0.762
4216255,SÃO JOÃO DO OESTE,0.761
4216305,SÃO JOÃO BATISTA,0.74
4216354,SÃO JOÃO DO ITAPERIÚ,0.738
4216404,SÃO JOÃO DO SUL,0.695
4216503,SÃO JOAQUIM,0.687
4216602,SÃO JOSÉ,0.809
4216701,SÃO JOSÉ DO CEDRO,0.731
4216800,SÃO JOSÉ DO CERRITO,0.636
4216909,SÃO LOURENÇO DO OESTE,0.749
4217006,SÃO LUDGERO,0.755
4217105,SÃO MARTINHO,0.742
4217154,SÃO MIGUEL DA BOA VISTA,0.71
4217204,SÃO MIGUEL DO OESTE,0.801
4217253,SÃO PEDRO DE ALCÂNTARA,0.734
4217303,SAUDADES,0.755
4217402,SCHROEDER,0.769
4217501,SEARA,0.779
4217550,SERRA ALTA,0.773
4217600,SIDERÓPOLIS,0.774
4217709,SOMBRIO,0.728
4217758,SUL BRASIL,0.707
