codigo_municipio_ibge,municipio,idhm
2514651,SÃO JOSÉ DO BREJO DO CRUZ,0.581
2514701,SÃO JOSÉ DO SABUGI,0.617
2514800,SÃO JOSÉ DOS CORDEIROS,0.556
2514909,SÃO MAMEDE,0.641
2515005,SÃO MIGUEL DE TAIPU,0.548
2515104,SÃO SEBASTIÃO DE LAGOA DE ROÇA,0.594
2515203,SÃO SEBASTIÃO DO UMBUZEIRO,0.581
2515302,SAPÉ,0.569
2515401,SERIDÓ,0.555
2515500,SERRA BRANCA,0.628
2515609,SERRA DA RAIZ,0.626
2515708,SERRA GRANDE,0.586
2515807,SERRA REDONDA,0.57
2515906,SERRARIA,0.547
2515930,SERTÃOZINHO,0.621
2515971,SOBRADO,0.573
2516003,SOLÂNEA,0.595
2516102,SOLEDADE,0.616
2516151,SOSSÊGO,0.573
2516201,SOUSA,0.668
2516300,SUMÉ,0.627
2516409,TACIMA,0.551
2516508,TAPEROÁ,0.578
2516607,TAVARES,0.586
2516706,TEIXEIRA,0.605
2516755,TENÓRIO,0.581
2516805,TRIUNFO,0.609
2516904,UIRAÚNA,0.636
2517001,UMBUZEIRO,0.584
2517100,VÁRZEA,0.707
2517209,VIEIRÓPOLIS,0.571
2517407,ZABELÊ,0.623
2600054,ABREU E LIMA,0.679
2600104,AFOGADOS DA INGAZEIRA,0.657
2600203,AFRÂNIO,0.588
2600302,AGRESTINA,0.592
2600401,ÁGUA PRETA,0.553
2600500,ÁGUAS BELAS,0.526
2600609,ALAGOINHA,0.599
2600708,ALIANÇA,0.604
2600807,ALTINHO,0.598
2600906,AMARAJI,0.58
2601003,ANGELIM,0.572
2601052,ARAÇOIABA,0.592
2601102,ARARIPINA,0.602
2601201,ARCOVERDE,0.667
2601300,BARRA DE GUABIRABA,0.577
2601409,BARREIROS,0.586
2601508,BELÉM DE MARIA,0.578
2601607,BELÉM DO SÃO FRANCISCO,0.642
2601706,BELO JARDIM,0.629
2601805,BETÂNIA,0.559
2601904,BEZERROS,0.606
2602001,BODOCÓ,0.565
2602100,BOM CONSELHO,0.563
2602209,BOM JARDIM,0.602
2602308,BONITO,0.561
2602407,BREJÃO,0.547
2602506,BREJINHO,0.574
2602605,BREJO DA MADRE DE DEUS,0.562
2602704,BUENOS AIRES,0.593
2602803,BUÍQUE,0.527
2602902,CABO DE SANTO AGOSTINHO,0.686
2603009,CABROBÓ,0.623
2603108,CACHOEIRINHA,0.579
2603207,CAETÉS,0.522
2603306,CALÇADO,0.566
2603405,CALUMBI,0.571
2603454,CAMARAGIBE,0.692
2603504,CAMOCIM DE SÃO FÉLIX,0.588
2603603,CAMUTANGA,0.606
2603702,CANHOTINHO,0.541
2603801,CAPOEIRAS,0.549
2603900,CARNAÍBA,0.583
2603926,CARNAUBEIRA DA PENHA,0.573
2604007,CARPINA,0.68
2604106,CARUARU,0.677
2604155,CASINHAS,0.567
2604205,CATENDE,0.609
2604304,CEDRO,0.615
2604403,CHÃ DE ALEGRIA,0.604
2604502,CHÃ GRANDE,0.599
2604601,CONDADO,0.602
2604700,CORRENTES,0.536
2604809,CORTÊS,0.568
2604908,CUMARU,0.572
2605004,CUPIRA,0.592
2605103,CUSTÓDIA,0.594
2605152,DORMENTES,0.589
2605202,ESCADA,0.632
2605301,EXU,0.576
2605400,FEIRA NOVA,0.6
2605459,FERNANDO DE NORONHA,0.788
2605509,FERREIROS,0.622
2605608,FLORES,0.556
2605707,FLORESTA,0.626
2605806,FREI MIGUELINHO,0.576
2605905,GAMELEIRA,0.602
2606002,GARANHUNS,0.664
2606101,GLÓRIA DO GOITÁ,0.604
2606200,GOIANA,0.651
2606309,GRANITO,0.595
2606408,GRAVATÁ,0.634
2606507,IATI,0.528
2606606,IBIMIRIM,0.552
2606705,IBIRAJUBA,0.58
2606804,IGARASSU,0.665
2606903,IGUARACI,0.598
2607000,INAJÁ,0.523
2607109,INGAZEIRA,0.608
2607208,IPOJUCA,0.619
2607307,IPUBI,0.55
2607406,ITACURUBA,0.595
2607505,ITAÍBA,0.51
2607604,ILHA DE ITAMARACÁ,0.653
2607653,ITAMBÉ,0.575
2607703,ITAPETIM,0.592
2607752,ITAPISSUMA,0.633
2607802,ITAQUITINGA,0.586
2607901,JABOATÃO DOS GUARARAPES,0.717
2607950,JAQUEIRA,0.575
2608008,JATAÚBA,0.53
2608057,JATOBÁ,0.645
2608107,JOÃO ALFREDO,0.576
2608206,JOAQUIM NABUCO,0.554
2608255,JUCATI,0.55
2608305,JUPI,0.575
2608404,JUREMA,0.509
2608453,LAGOA DO CARRO,0.609
2608503,LAGOA DE ITAENGA,0.602
2608602,LAGOA DO OURO,0.525
2608701,LAGOA DOS GATOS,0.551
2608750,LAGOA GRANDE,0.597
2608800,LAJEDO,0.611
2608909,LIMOEIRO,0.663
2609006,MACAPARANA,0.609
2609105,MACHADOS,0.578
2609154,MANARI,0.487
2609204,MARAIAL,0.534
2609303,MIRANDIBA,0.591
2609402,MORENO,0.652
2609501,NAZARÉ DA MATA,0.662
2609600,OLINDA,0.735
2609709,OROBÓ,0.61
2609808,OROCÓ,0.61
2609907,OURICURI,0.572
2610004,PALMARES,0.622
2610103,PALMEIRINA,0.549
2610202,PANELAS,0.569
2610301,PARANATAMA,0.537
2610400,PARNAMIRIM,0.599
2610509,PASSIRA,0.592
2610608,PAUDALHO,0.639
2610707,PAULISTA,0.732
2610806,PEDRA,0.567
2610905,PESQUEIRA,0.61
2611002,PETROLÂNDIA,0.623
2611101,PETROLINA,0.697
2611200,POÇÃO,0.528
2611309,POMBOS,0.598
2611408,PRIMAVERA,0.58
2611507,QUIPAPÁ,0.552
2611533,QUIXABA,0.577
2611606,RECIFE,0.772
2611705,RIACHO DAS ALMAS,0.57
2611804,RIBEIRÃO,0.602
2611903,RIO FORMOSO,0.613
2612000,SAIRÉ,0.585
2612109,SALGADINHO,0.534
2612208,SALGUEIRO,0.669
2612307,SALOÁ,0.559
2612406,SANHARÓ,0.603
2612455,SANTA CRUZ,0.549
2612471,SANTA CRUZ DA BAIXA VERDE,0.612
2612505,SANTA CRUZ DO CAPIBARIBE,0.648
2612554,SANTA FILOMENA,0.533
2612604,SANTA MARIA DA BOA VISTA,0.59
2612703,SANTA MARIA DO CAMBUCÁ,0.548
2612802,SANTA TEREZINHA,0.593
2612901,SÃO BENEDITO DO SUL,0.53
2613008,SÃO BENTO DO UNA,0.593
2613107,SÃO CAITANO,0.591
2613206,SÃO JOÃO,0.57
2613305,SÃO JOAQUIM DO MONTE,0.537
2613404,SÃO JOSÉ DA COROA GRANDE,0.608
2613503,SÃO JOSÉ DO BELMONTE,0.61
2613602,SÃO JOSÉ DO EGITO,0.635
2613701,SÃO LOURENÇO DA MATA,0.653
2613800,SÃO VICENTE FERRER,0.549
2613909,SERRA TALHADA,0.661
2614006,SERRITA,0.595
2614105,SERTÂNIA,0.613
2614204,SIRINHAÉM,0.597
2614303,MOREILÂNDIA,0.6
2614402,SOLIDÃO,0.585
2614501,SURUBIM,0.635
2614600,TABIRA,0.605
2614709,TACAIMBÓ,0.554
2614808,TACARATU,0.573
2614857,TAMANDARÉ,0.593
2615003,TAQUARITINGA DO NORTE,0.641
2615102,TEREZINHA,0.545
2615201,TERRA NOVA,0.599
2615300,TIMBAÚBA,0.618
2615409,TORITAMA,0.618
2615508,TRACUNHAÉM,0.605
2615607,TRINDADE,0.595
2615706,TRIUNFO,0.67
2615805,TUPANATINGA,0.519
2615904,TUPARETAMA,0.634
2616001,VENTUROSA,0.592
2616100,VERDEJANTE,0.605
2616183,VERTENTE DO LÉRIO,0.563
2616209,VERTENTES,0.582
2616308,VICÊNCIA,0.605
2616407,VITÓRIA DE SANTO ANTÃO,0.64
2616506,XEXÉU,0.552
2700102,ÁGUA BRANCA,0.549
2700201,ANADIA,0.568
2700300,ARAPIRACA,0.649
2700409,ATALAIA,0.561
2700508,BARRA DE SANTO ANTÔNIO,0.557
2700607,BARRA DE SÃO MIGUEL,0.615
2700706,BATALHA,0.594
2700805,BELÉM,0.593
2700904,BELO MONTE,0.517
2701001,BOCA DA MATA,0.604
2701100,BRANQUINHA,0.513
2701209,CACIMBINHAS,0.531
2701308,CAJUEIRO,0.562
2701357,CAMPESTRE,0.559
2701407,CAMPO ALEGRE,0.57
2701506,CAMPO GRANDE,0.524
2701605,CANAPI,0.506
2701704,CAPELA,0.573
2701803,CARNEIROS,0.526
2701902,CHÃ PRETA,0.575
2702009,COITÉ DO NÓIA,0.533
2702108,COLÔNIA LEOPOLDINA,0.517
2702207,COQUEIRO SECO,0.586
2702306,CORURIPE,0.626
2702355,CRAÍBAS,0.525
2702405,DELMIRO GOUVEIA,0.612
2702504,DOIS RIACHOS,0.532
2702553,ESTRELA DE ALAGOAS,0.534
2702603,FEIRA GRANDE,0.533
2702702,FELIZ DESERTO,0.565
2702801,FLEXEIRAS,0.527
2702900,GIRAU DO PONCIANO,0.536
2703007,IBATEGUARA,0.518
2703106,IGACI,0.564
2703205,IGREJA NOVA,0.568
2703304,INHAPI,0.484
2703403,JACARÉ DOS HOMENS,0.583
2703502,JACUÍPE,0.548
2703601,JAPARATINGA,0.57
2703700,JARAMATAIA,0.552
2703759,JEQUIÁ DA PRAIA,0.556
2703809,JOAQUIM GOMES,0.531
2703908,JUNDIÁ,0.562
2704005,JUNQUEIRO,0.575
2704104,LAGOA DA CANOA,0.552
2704203,LIMOEIRO DE ANADIA,0.58
2704302,MACEIÓ,0.721
2704401,MAJOR ISIDORO,0.566
2704500,MARAGOGI,0.574
2704609,MARAVILHA,0.569
2704708,MARECHAL DEODORO,0.642
2704807,MARIBONDO,0.597
2704906,MAR VERMELHO,0.577
2705002,MATA GRANDE,0.504
2705101,MATRIZ DE CAMARAGIBE,0.584
2705200,MESSIAS,0.568
2705309,MINADOR DO NEGRÃO,0.563
2705408,MONTEIRÓPOLIS,0.539
2705507,MURICI,0.527
2705606,NOVO LINO,0.521
2705705,OLHO D'ÁGUA DAS FLORES,0.565
2705804,OLHO D'ÁGUA DO CASADO,0.525
2705903,OLHO D'ÁGUA GRANDE,0.503
2706000,OLIVENÇA,0.493
2706109,OURO BRANCO,0.547
2706208,PALESTINA,0.558
2706307,PALMEIRA DOS ÍNDIOS,0.638
2706406,PÃO DE AÇÚCAR,0.593
2706422,PARICONHA,0.548
2706448,PARIPUEIRA,0.605
2706505,PASSO DE CAMARAGIBE,0.533
2706604,PAULO JACINTO,0.589
2706703,PENEDO,0.63
2706802,PIAÇABUÇU,0.572
2706901,PILAR,0.61
2707008,PINDOBA,0.574
2707107,PIRANHAS,0.589
2707206,POÇO DAS TRINCHEIRAS,0.526
2707305,PORTO CALVO,0.586
2707404,PORTO DE PEDRAS,0.541
2707503,PORTO REAL DO COLÉGIO,0.551
2707602,QUEBRANGULO,0.559
2707701,RIO LARGO,0.643
2707800,ROTEIRO,0.505
2707909,SANTA LUZIA DO NORTE,0.597
2708006,SANTANA DO IPANEMA,0.591
2708105,SANTANA DO MUNDAÚ,0.519
2708204,SÃO BRÁS,0.572
2708303,SÃO JOSÉ DA LAJE,0.573
2708402,SÃO JOSÉ DA TAPERA,0.527
2708501,SÃO LUÍS DO QUITUNDE,0.536
2708600,SÃO MIGUEL DOS CAMPOS,0.623
2708709,SÃO MIGUEL DOS MILAGRES,0.591
2708808,SÃO SEBASTIÃO,0.549
2708907,SATUBA,0.66
2708956,SENADOR RUI PALMEIRA,0.518
2709004,TANQUE D'ARCA,0.555
2709103,TAQUARANA,0.541
2709152,TEOTÔNIO VILELA,0.564
2709202,TRAIPU,0.532
2709301,UNIÃO DOS PALMARES,0.593
2709400,VIÇOSA,0.586
2800100,AMPARO DE SÃO FRANCISCO,0.611
2800209,AQUIDABÃ,0.578
2800308,ARACAJU,0.77
2800407,ARAUÁ,0.595
2800506,AREIA BRANCA,0.579
2800605,BARRA DOS COQUEIROS,0.649
2800670,BOQUIM,0.604
2800704,BREJO GRANDE,0.54
2801009,CAMPO DO BRITO,0.621
2801108,CANHOBA,0.569
2801207,CANINDÉ DE SÃO FRANCISCO,0.567
2801306,CAPELA,0.615
2801405,CARIRA,0.588
2801504,CARMÓPOLIS,0.643
2801603,CEDRO DE SÃO JOÃO,0.623
2801702,CRISTINÁPOLIS,0.553
2801900,CUMBE,0.604
2802007,DIVINA PASTORA,0.61
2802106,ESTÂNCIA,0.647
2802205,FEIRA NOVA,0.584
2802304,FREI PAULO,0.589
2802403,GARARU,0.564
2802502,GENERAL MAYNARD,0.645
2802601,GRACHO CARDOSO,0.577
2802700,ILHA DAS FLORES,0.562
2802809,INDIAROBA,0.58
2802908,ITABAIANA,0.642
2803005,ITABAIANINHA,0.556
2803104,ITABI,0.602
2803203,ITAPORANGA D'AJUDA,0.561
2803302,JAPARATUBA,0.621
2803401,JAPOATÃ,0.56
2803500,LAGARTO,0.625
2803609,LARANJEIRAS,0.642
2803708,MACAMBIRA,0.583
2803807,MALHADA DOS BOIS,0.599
2803906,MALHADOR,0.587
2804003,MARUIM,0.618
2804102,MOITA BONITA,0.587
2804201,MONTE ALEGRE DE SERGIPE,0.553
2804300,MURIBECA,0.626
2804409,NEÓPOLIS,0.589
2804458,NOSSA SENHORA APARECIDA,0.577
2804508,NOSSA SENHORA DA GLÓRIA,0.587
2804607,NOSSA SENHORA DAS DORES,0.6
2804706,NOSSA SENHORA DE LOURDES,0.598
2804805,NOSSA SENHORA DO SOCORRO,0.664
2804904,PACATUBA,0.555
2805000,PEDRA MOLE,0.593
2805109,PEDRINHAS,0.592
2805208,PINHÃO,0.583
2805307,PIRAMBU,0.603
2805406,POÇO REDONDO,0.529
2805505,POÇO VERDE,0.561
2805604,PORTO DA FOLHA,0.568
2805703,PROPRIÁ,0.661
2805802,RIACHÃO DO DANTAS,0.539
2805901,RIACHUELO,0.617
2806008,RIBEIRÓPOLIS,0.613
2806107,ROSÁRIO DO CATETE,0.631
2806206,SALGADO,0.609
2806305,SANTA LUZIA DO ITANHY,0.545
2806404,SANTANA DO SÃO FRANCISCO,0.59
2806503,SANTA ROSA DE LIMA,0.592
2806602,SANTO AMARO DAS BROTAS,0.637
2806701,SÃO CRISTÓVÃO,0.662
2806800,SÃO DOMINGOS,0.588
2806909,SÃO FRANCISCO,0.587
2807006,SÃO MIGUEL DO ALEIXO,0.567
2807105,SIMÃO DIAS,0.604
2807204,SIRIRI,0.609
2807303,TELHA,0.604
2807402,TOBIAS BARRETO,0.557
2807501,TOMAR DO GERU,0.551
2807600,UMBAÚBA,0.579
2900108,ABAÍRA,0.603
2900207,ABARÉ,0.575
2900306,ACAJUTIBA,0.582
2900355,ADUSTINA,0.546
2900405,ÁGUA FRIA,0.55
2900504,ÉRICO CARDOSO,0.584
2900603,AIQUARA,0.583
2900702,ALAGOINHAS,0.683
2900801,ALCOBAÇA,0.608
2900900,ALMADINA,0.563
2901007,AMARGOSA,0.625
2901106,AMÉLIA RODRIGUES,0.666
2901155,AMÉRICA DOURADA,0.561
2901205,ANAGÉ,0.54
2901304,ANDARAÍ,0.555
2901353,ANDORINHA,0.588
2901403,ANGICAL,0.625
2901502,ANGUERA,0.589
2901601,ANTAS,0.592
2901700,ANTÔNIO CARDOSO,0.561
2901809,ANTÔNIO GONÇALVES,0.598
2901908,APORÁ,0.548
2901957,APUAREMA,0.552
2902005,ARACATU,0.581
2902054,ARAÇAS,0.57
2902104,ARACI,0.534
2902203,ARAMARI,0.588
2902252,ARATACA,0.559
2902302,ARATUÍPE,0.575
2902401,AURELINO LEAL,0.568
2902500,BAIANÓPOLIS,0.589
2902609,BAIXA GRANDE,0.585
2902658,BANZAÊ,0.579
2902708,BARRA,0.557
2902807,BARRA DA ESTIVA,0.575
2902906,BARRA DO CHOÇA,0.551
2903003,BARRA DO MENDES,0.63
2903102,BARRA DO ROCHA,0.577
2903201,BARREIRAS,0.721
2903235,BARRO ALTO,0.607
2903276,BARROCAS,0.61
2903300,BARRO PRETO,0.602
2903409,BELMONTE,0.598
2903508,BELO CAMPO,0.575
2903607,BIRITINGA,0.538
2903706,BOA NOVA,0.567
2903805,BOA VISTA DO TUPIM,0.551
2903904,BOM JESUS DA LAPA,0.633
2903953,BOM JESUS DA SERRA,0.546
2904001,BONINAL,0.612
2904050,BONITO,0.561
2904100,BOQUIRA,0.603
2904209,BOTUPORÃ,0.575
2904308,BREJÕES,0.597
2904407,BREJOLÂNDIA,0.592
2904506,BROTAS DE MACAÚBAS,0.57
2904605,BRUMADO,0.656
2904704,BUERAREMA,0.613
2904753,BURITIRAMA,0.565
2904803,CAATIBA,0.561
2904852,CABACEIRAS DO PARAGUAÇU,0.581
2904902,CACHOEIRA,0.647
2905008,CACULÉ,0.637
2905107,CAÉM,0.546
2905156,CAETANOS,0.542
2905206,CAETITÉ,0.625
2905305,CAFARNAUM,0.584
2905404,CAIRU,0.627
2905503,CALDEIRÃO GRANDE,0.573
2905602,CAMACAN,0.581
2905701,CAMAÇARI,0.694
2905800,CAMAMU,0.565
2905909,CAMPO ALEGRE DE LOURDES,0.557
2906006,CAMPO FORMOSO,0.586
2906105,CANÁPOLIS,0.565
2906204,CANARANA,0.587
2906303,CANAVIEIRAS,0.59
2906402,CANDEAL,0.587
2906501,CANDEIAS,0.691
2906600,CANDIBA,0.591
2906709,CÂNDIDO SALES,0.601
2906808,CANSANÇÃO,0.557
2906824,CANUDOS,0.562
2906857,CAPELA DO ALTO ALEGRE,0.599
2906873,CAPIM GROSSO,0.621
2906899,CARAÍBAS,0.555
2906907,CARAVELAS,0.616
2907004,CARDEAL DA SILVA,0.552
2907103,CARINHANHA,0.576
2907202,CASA NOVA,0.57
2907301,CASTRO ALVES,0.613
2907400,CATOLÂNDIA,0.582
2907509,CATU,0.677
2907558,CATURAMA,0.571
2907608,CENTRAL,0.596
2907707,CHORROCHÓ,0.6
2907806,CÍCERO DANTAS,0.585
2907905,CIPÓ,0.601
2908002,COARACI,0.613
2908101,COCOS,0.596
2908200,CONCEIÇÃO DA FEIRA,0.634
2908309,CONCEIÇÃO DO ALMEIDA,0.606
2908408,CONCEIÇÃO DO COITÉ,0.611
2908507,CONCEIÇÃO DO JACUÍPE,0.663
2908606,CONDE,0.56
2908705,CONDEÚBA,0.582
2908804,CONTENDAS DO SINCORÁ,0.577
2908903,CORAÇÃO DE MARIA,0.592
2909000,CORDEIROS,0.579
2909109,CORIBE,0.6
2909208,CORONEL JOÃO SÁ,0.535
2909307,CORRENTINA,0.603
2909406,COTEGIPE,0.59
2909505,CRAVOLÂNDIA,0.599
2909604,CRISÓPOLIS,0.543
2909703,CRISTÓPOLIS,0.614
2909802,CRUZ DAS ALMAS,0.699
2909901,CURAÇÁ,0.581
2910008,DÁRIO MEIRA,0.54
2910057,DIAS D'ÁVILA,0.676
2910107,DOM BASÍLIO,0.591
2910206,DOM MACEDO COSTA,0.632
2910305,ELÍSIO MEDRADO,0.623
2910404,ENCRUZILHADA,0.544
2910503,ENTRE RIOS,0.615
2910602,ESPLANADA,0.589
2910701,EUCLIDES DA CUNHA,0.567
2910727,EUNÁPOLIS,0.677
2910750,FÁTIMA,0.559
2910776,FEIRA DA MATA,0.588
2910800,FEIRA DE SANTANA,0.712
2910859,FILADÉLFIA,0.565
2910909,FIRMINO ALVES,0.578
2911006,FLORESTA AZUL,0.557
2911105,FORMOSA DO RIO PRETO,0.618
2911204,GANDU,0.632
2911253,GAVIÃO,0.599
2911303,GENTIO DO OURO,0.559
2911402,GLÓRIA,0.593
2911501,GONGOGI,0.576
2911600,GOVERNADOR MANGABEIRA,0.643
2911659,GUAJERU,0.569
2911709,GUANAMBI,0.673
2911808,GUARATINGA,0.558
2911857,HELIÓPOLIS,0.563
2911907,IAÇU,0.574
2912004,IBIASSUCÊ,0.611
2912103,IBICARAÍ,0.625
2912202,IBICOARA,0.591
2912301,IBICUÍ,0.584
2912400,IBIPEBA,0.616
2912509,IBIPITANGA,0.584
2912608,IBIQUERA,0.511
2912707,IBIRAPITANGA,0.558
2912806,IBIRAPUÃ,0.614
2912905,IBIRATAIA,0.576
2913002,IBITIARA,0.585
2913101,IBITITÁ,0.602
2913200,IBOTIRAMA,0.636
2913309,ICHU,0.631
2913408,IGAPORÃ,0.614
2913457,IGRAPIÚNA,0.574
2913507,IGUAÍ,0.552
2913606,ILHÉUS,0.69
2913705,INHAMBUPE,0.565
2913804,IPECAETÁ,0.55
2913903,IPIAÚ,0.67
2914000,IPIRÁ,0.549
2914109,IPUPIARA,0.59
2914208,IRAJUBA,0.576
2914307,IRAMAIA,0.571
2914406,IRAQUARA,0.599
2914505,IRARÁ,0.62
2914604,IRECÊ,0.691
2914653,ITABELA,0.599
2914703,ITABERABA,0.62
2914802,ITABUNA,0.712
2914901,ITACARÉ,0.583
2915007,ITAETÉ,0.572
2915106,ITAGI,0.543
2915205,ITAGIBÁ,0.589
2915304,ITAGIMIRIM,0.634
2915353,ITAGUAÇU DA BAHIA,0.562
2915403,ITAJU DO COLÔNIA,0.592
2915502,ITAJUÍPE,0.599
2915601,ITAMARAJU,0.627
2915700,ITAMARI,0.578
2915809,ITAMBÉ,0.578
2915908,ITANAGRA,0.584
2916005,ITANHÉM,0.637
2916104,ITAPARICA,0.67
2916203,ITAPÉ,0.599
2916302,ITAPEBI,0.572
2916401,ITAPETINGA,0.667
2916500,ITAPICURU,0.486
2916609,ITAPITANGA,0.571
2916708,ITAQUARA,0.553
2916807,ITARANTIM,0.61
2916856,ITATIM,0.582
2916906,ITIRUÇU,0.6
2917003,ITIÚBA,0.544
2917102,ITORORÓ,0.594
2917201,ITUAÇU,0.57
2917300,ITUBERÁ,0.606
2917334,IUIÚ,0.591
2917359,JABORANDI,0.613
2917409,JACARACI,0.593
2917508,JACOBINA,0.649
2917607,JAGUAQUARA,0.58
2917706,JAGUARARI,0.659
2917805,JAGUARIPE,0.556
2917904,JANDAÍRA,0.55
2918001,JEQUIÉ,0.665
2918100,JEREMOABO,0.547
2918209,JIQUIRIÇÁ,0.553
2918308,JITAÚNA,0.575
2918357,JOÃO DOURADO,0.593
2918407,JUAZEIRO,0.677
2918456,JUCURUÇU,0.541
2918506,JUSSARA,0.571
2918555,JUSSARI,0.567
2918605,JUSSIAPE,0.602
2918704,LAFAIETE COUTINHO,0.599
2918753,LAGOA REAL,0.545
2918803,LAJE,0.586
2918902,LAJEDÃO,0.632
2919009,LAJEDINHO,0.546
2919058,LAJEDO DO TABOCAL,0.584
2919108,LAMARÃO,0.518
2919157,LAPÃO,0.596
2919207,LAURO DE FREITAS,0.754
2919306,LENÇÓIS,0.623
2919405,LICÍNIO DE ALMEIDA,0.621
2919504,LIVRAMENTO DE NOSSA SENHORA,0.611
2919553,LUÍS EDUARDO MAGALHÃES,0.716
2919603,MACAJUBA,0.524
2919702,MACARANI,0.605
2919801,MACAÚBAS,0.609
2919900,MACURURÉ,0.604
2919926,MADRE DE DEUS,0.708
2919959,MAETINGA,0.538
2920007,MAIQUINIQUE,0.576
2920106,MAIRI,0.572
2920205,MALHADA,0.562
2920304,MALHADA DE PEDRAS,0.578
2920403,MANOEL VITORINO,0.566
2920452,MANSIDÃO,0.599
2920502,MARACÁS,0.607
2920601,MARAGOGIPE,0.621
2920700,MARAÚ,0.593
2920809,MARCIONÍLIO SOUZA,0.561
2920908,MASCOTE,0.581
2921005,MATA DE SÃO JOÃO,0.668
2921054,MATINA,0.572
2921104,MEDEIROS NETO,0.625
2921203,MIGUEL CALMON,0.586
2921302,MILAGRES,0.622
2921401,MIRANGABA,0.542
2921450,MIRANTE,0.527
2921500,MONTE SANTO,0.506
2921609,MORPARÁ,0.558
2921708,MORRO DO CHAPÉU,0.588
2921807,MORTUGABA,0.618
2921906,MUCUGÊ,0.606
2922003,MUCURI,0.665
2922052,MULUNGU DO MORRO,0.566
2922102,MUNDO NOVO,0.59
2922201,MUNIZ FERREIRA,0.617
2922250,MUQUÉM DE SÃO FRANCISCO,0.549
2922300,MURITIBA,0.66
2922409,MUTUÍPE,0.601
2922508,NAZARÉ,0.641
2922607,NILO PEÇANHA,0.547
2922656,NORDESTINA,0.56
2922706,NOVA CANAÃ,0.545
2922730,NOVA FÁTIMA,0.597
2922755,NOVA IBIÁ,0.57
2922805,NOVA ITARANA,0.524
2922854,NOVA REDENÇÃO,0.567
2922904,NOVA SOURE,0.555
2923001,NOVA VIÇOSA,0.654
2923035,NOVO HORIZONTE,0.597
2923050,NOVO TRIUNFO,0.554
2923100,OLINDINA,0.559
2923209,OLIVEIRA DOS BREJINHOS,0.554
2923308,OURIÇANGAS,0.607
2923357,OUROLÂNDIA,0.56
2923407,PALMAS DE MONTE ALTO,0.586
2923506,PALMEIRAS,0.643
2923605,PARAMIRIM,0.615
2923704,PARATINGA,0.59
2923803,PARIPIRANGA,0.577
2923902,PAU BRASIL,0.583
2924009,PAULO AFONSO,0.674
2924058,PÉ DE SERRA,0.587
2924108,PEDRÃO,0.588
2924207,PEDRO ALEXANDRE,0.513
2924306,PIATÃ,0.571
2924405,PILÃO ARCADO,0.506
2924504,PINDAÍ,0.603
2924603,PINDOBAÇU,0.577
2924652,PINTADAS,0.612
2924678,PIRAÍ DO NORTE,0.533
2924702,PIRIPÁ,0.575
2924801,PIRITIBA,0.578
2924900,PLANALTINO,0.572
2925006,PLANALTO,0.56
2925105,POÇÕES,0.604
2925204,POJUCA,0.666
2925253,PONTO NOVO,0.58
2925303,PORTO SEGURO,0.676
2925402,POTIRAGUÁ,0.625
2925501,PRADO,0.621
2925600,PRESIDENTE DUTRA,0.614
2925709,PRESIDENTE JÂNIO QUADROS,0.542
2925758,PRESIDENTE TANCREDO NEVES,0.559
2925808,QUEIMADAS,0.592
2925907,QUIJINGUE,0.544
2925931,QUIXABEIRA,0.578
2925956,RAFAEL JAMBEIRO,0.564
2926004,REMANSO,0.579
2926103,RETIROLÂNDIA,0.636
2926202,RIACHÃO DAS NEVES,0.578
2926301,RIACHÃO DO JACUÍPE,0.628
2926400,RIACHO DE SANTANA,0.615
2926509,RIBEIRA DO AMPARO,0.512
2926608,RIBEIRA DO POMBAL,0.601
2926657,RIBEIRÃO DO LARGO,0.54
2926707,RIO DE CONTAS,0.605
2926806,RIO DO ANTÔNIO,0.576
2926905,RIO DO PIRES,0.594
2927002,RIO REAL,0.572
2927101,RODELAS,0.632
2927200,RUY BARBOSA,0.61
2927309,SALINAS DA MARGARIDA,0.617
2927408,SALVADOR,0.759
2927507,SANTA BÁRBARA,0.583
2927606,SANTA BRÍGIDA,0.546
2927705,SANTA CRUZ CABRÁLIA,0.654
2927804,SANTA CRUZ DA VITÓRIA,0.61
2927903,SANTA INÊS,0.574
2928000,SANTALUZ,0.598
2928059,SANTA LUZIA,0.556
2928109,SANTA MARIA DA VITÓRIA,0.614
2928208,SANTANA,0.608
2928307,SANTANÓPOLIS,0.592
2928406,SANTA RITA DE CÁSSIA,0.605
2928505,SANTA TERESINHA,0.587
2928604,SANTO AMARO,0.646
2928703,SANTO ANTÔNIO DE JESUS,0.7
2928802,SANTO ESTÊVÃO,0.626
2928901,SÃO DESIDÉRIO,0.579
2928950,SÃO DOMINGOS,0.64
2929008,SÃO FÉLIX,0.639
2929057,SÃO FÉLIX DO CORIBE,0.639
2929107,SÃO FELIPE,0.616
2929206,SÃO FRANCISCO DO CONDE,0.674
2929255,SÃO GABRIEL,0.592
2929305,SÃO GONÇALO DOS CAMPOS,0.627
2929354,SÃO JOSÉ DA VITÓRIA,0.546
2929370,SÃO JOSÉ DO JACUÍPE,0.552
2929404,SÃO MIGUEL DAS MATAS,0.593
2929503,SÃO SEBASTIÃO DO PASSÉ,0.657
2929602,SAPEAÇU,0.614
2929701,SÁTIRO DIAS,0.527
2929750,SAUBARA,0.617
2929800,SAÚDE,0.549
2929909,SEABRA,0.635
